"Subproject","Deployment Name","Treatment","Deploy ID","Actual Lon","Actual Lat","Deployment.Date","Deployment.Time","Retrieval.Date","Retrieval.Time","TrapNights"
"Macon County","Love_J_Macon25","Macon County:Large Forest","d34131",-83.45967,35.03161,"2017-10-20","11:58:16","2017-11-12","14:38:45",23
"Macon County","Love_J_Macon26","Macon County:Large Forest","d34132",-83.4707,35.03685,"2017-10-20","12:30:44","2017-11-12","15:12:04",23
"Macon County","Love_J_Macon3","","d22953",-83.46252,35.03097,"2017-03-29","09:38:27","2017-04-20","08:44:53",22
"Macon County","Love_J_Macon4","","d23151",-83.43037,35.04827,"2017-04-20","11:34:18","2017-05-11","09:01:29",21
"Macon County","Love_J_Macon6","","d23273",-83.38382,35.07143,"2017-04-23","16:42:13","2017-05-14","12:39:45",21
"Macon County","Love_J_Macon7","","d23567",-83.45962,35.03399,"2017-05-15","11:56:39","2017-06-05","13:04:49",21
"Macon County","Love_J_Macon8","","d23568",-83.46112,35.03677,"2017-05-15","13:03:09","2017-06-05","13:33:01",21
"Macon County","Love_J_Macon9","","d23569",-83.42738,35.05808,"2017-05-17","08:28:12","2017-06-06","15:25:43",20
"Macon County","McNamara_D_Macon1","","d26045",-83.4521,35.1479,"2017-06-06","10:26:42","2017-06-27","09:43:58",21
"Macon County","Morenus_C_Macon1","","d22660",-83.29061,35.03149,"2017-03-11","18:01:53","2017-04-02","08:53:43",22
"Macon County","Morenus_C_Macon2","","d22940",-83.29333,35.03303,"2017-04-02","11:10:09","2017-04-25","20:12:42",23
"Macon County","NeedmoreGL_Forest_64","","d26003",-83.47826,35.27143,"2017-05-23","16:48:04","2017-06-13","11:17:17",21
"Macon County","NeedmoreGL_Forest_65","","d25690",-83.47912,35.27418,"2017-05-23","16:01:58","2017-06-13","11:09:01",21
"Macon County","NeedmoreGL_Open_13","","d23334",-83.4254,35.26332,"2017-05-04","12:01:59","2017-05-23","14:43:53",19
"Macon County","NeedmoreGL_Open_14","","d23328",-83.42169,35.26396,"2017-05-04","11:26:51","2017-05-23","14:31:32",19
"Macon County","NeedmoreGL_Open_6","","d27790",-83.46828,35.28262,"2017-07-05","11:52:39","2017-07-24","07:34:45",19
"Madison County","Davis_A_Madison1","","d26447",-82.86608,35.7585,"2017-06-12","13:07:56","2017-07-02","08:15:26",20
"Madison County","Hunter_M_Madison1","","d22739",-82.65643,35.82806,"2017-03-03","15:33:55","2017-03-26","23:48:01",23
"Madison County","Hunter_M_Madison2","","d22919",-82.66924,35.84119,"2017-03-30","07:53:41","2017-04-28","18:26:44",29
"Madison County","Hunter_M_Madison3","","d23671",-82.67082,35.84088,"2017-05-02","14:15:11","2017-05-25","12:43:17",23
"Madison County","Pearson_S_Madison1","","d22375",-82.55861,35.82814,"2017-02-14","09:08:07","2017-03-07","10:59:32",21
"Madison County","Pearson_S_Madison2","","d22376",-82.54977,35.82217,"2017-02-16","09:20:10","2017-03-13","13:38:23",25
"Madison County","Pearson_S_Madison3","","d22377",-82.55616,35.82563,"2017-02-17","15:16:16","2017-03-13","13:20:12",24
"Madison County","Pearson_S_Madison4","","d22378",-82.55368,35.84125,"2017-02-16","15:04:20","2017-03-11","11:02:53",23
"Madison County","SandyMushGL_Forest_29","","d27787",-82.67079,35.72698,"2017-06-29","12:57:00","2017-07-21","09:51:56",22
"Madison County","SandyMushGL_Forest_8","","d26005",-82.73883,35.72131,"2017-05-23","12:08:39","2017-06-09","10:23:45",17
"Madison County","Whitesides_K_Madison1","","d23544",-82.62749,35.94393,"2017-06-09","16:33:36","2017-07-02","15:39:26",23
"McDowell County","PisgahGL_Forest_25","","d22521",-81.98272,35.74434,"2017-03-09","13:19:09","2017-04-05","10:01:17",27
"McDowell County","Rhode_L_McDowell1","","d21632",-82.24351,35.58616,"2016-11-12","17:07:32","2016-12-03","16:56:26",21
"McDowell County","Rohde_L_McDowell2","","d22094",-82.24384,35.58591,"2016-12-31","15:07:18","2017-01-13","16:11:20",13
"Mecklenburg County","Gravis_L_Mecklenburg1","","d22534",-80.80938,35.46825,"2017-03-02","14:55:31","2017-03-23","11:56:13",21
"Mecklenburg County","Gravis_L_Mecklenburg2","","d22880",-80.80903,35.46784,"2017-03-26","04:58:56","2017-04-16","03:05:05",21
"Mecklenburg County","Gravis_L_Mecklenburg3","","d23149",-80.80925,35.46808,"2017-04-20","15:48:30","2017-05-10","09:03:01",20
"Mecklenburg County","Kerr_S_Mecklenburg1","","d23028",-80.7676,35.08132,"2017-04-10","19:18:40","2017-05-01","20:06:23",21
"Mecklenburg County","LaLiberte_R_Meckenburg1","","d23145",-80.72367,35.31902,"2017-04-05","09:12:14","2017-04-17","07:38:59",12
"Mecklenburg County","Lyles_A_Mecklenburg1","","d21875",-81.00894,35.05869,"2016-11-29","14:32:46","2016-12-20","11:38:35",21
"Mecklenburg County","Lyles_A_Mecklenburg2","","d21876",-81.00586,35.06027,"2016-11-29","03:00:53","2016-12-20","00:04:38",21
"Mecklenburg County","Lyles_A_Mecklenburg3","","d21877",-81.00719,35.05945,"2016-12-21","19:06:55","2017-01-10","13:32:04",20
"Mecklenburg County","Martin_D_Mecklenburg1","","d23371",-80.88625,35.41157,"2017-05-17","13:08:42","2017-06-05","11:42:31",19
"Mecklenburg County","Martin_D_Mecklenburg2","","d26060",-80.88712,35.41147,"2017-06-06","14:08:12","2017-06-27","09:56:09",21
"Mecklenburg County","Martin_D_Mecklenburg3","","d26334",-80.8872,35.41051,"2017-06-28","23:45:09","2017-07-18","14:02:36",20
"Mecklenburg County","Martin_D_Mecklenburg4","","d27752",-80.88691,35.414,"2017-07-27","15:43:26","2017-08-17","15:34:10",21
"Mecklenburg County","Mayhew_J_Mecklenburg1","","d22593",-80.74699,35.08559,"2017-03-08","15:17:22","2017-03-25","12:21:32",17
"Mecklenburg County","McLaney_E_Mecklenburg1","","d22535",-80.7711,35.20559,"2017-03-05","12:18:46","2017-03-26","10:18:19",21
"Montgomery County","Davis_J_Montgomery1","","d22681",-79.96255,35.3662,"2017-03-15","11:12:09","2017-03-31","22:59:55",16
"Montgomery County","Davis_J_Montgomery2","","d23271",-79.96494,35.3662,"2017-04-03","00:58:19","2017-04-28","10:35:52",25
"Montgomery County","Galloway_J_Montgomery1","","d22928",-79.89578,35.24221,"2017-03-20","17:57:21","2017-03-27","17:30:51",7
"Montgomery County","Galloway_J_Montgomery2","","d23107",-79.8963,35.2398,"2017-04-16","19:32:42","2017-05-12","09:19:57",26
"Moore County","Brown_N_Moore2","","d23144",-79.57682,35.27185,"2017-03-30","16:49:22","2017-04-20","07:31:40",21
"Moore County","Brown_N_Moore3","","d26346",-79.5756,35.2719,"2017-07-02","15:36:21","2017-07-24","17:05:17",22
"Moore County","Moore_A_1","","d33701",-79.5288,35.32577,"2017-09-14","10:40:53","2017-09-28","09:07:27",14
"Moore County","Moore_A_2","","d33702",-79.5305,35.31947,"2017-09-14","19:51:43","2017-09-28","09:22:38",14
"Moore County","Moore_A_3","","d33703",-79.5338,35.31875,"2017-09-15","08:29:14","2017-09-28","08:26:10",13
"Moore County","Moore_A_4","","d33704",-79.5407,35.31687,"2017-09-14","21:02:45","2017-09-28","08:53:03",14
"Moore County","Moore_A_5","","d33705",-79.5299,35.33739,"2017-09-28","10:40:22","2017-10-12","09:29:42",14
"Moore County","Moore_A_6","","d33706",-79.5286,35.33435,"2017-09-28","21:50:29","2017-10-12","09:33:45",14
"Moore County","Moore_A_7","Moore County:Open","d33707",-79.5222,35.33678,"2017-09-29","04:08:50","2017-10-12","09:39:05",13
"Moore County","Moore_A_8","","d33708",-79.5382,35.33535,"2017-09-28","11:25:34","2017-10-12","09:23:36",14
"Moore County","Moore_B_1","","d33709",-79.5965,35.28157,"2017-09-14","10:59:12","2017-09-28","12:30:36",14
"Moore County","Moore_B_2","Moore County:Open","d33710",-79.5841,35.2797,"2017-09-14","12:26:44","2017-09-28","13:49:54",14
"Moore County","Moore_B_3","Moore County:Open","d33711",-79.5919,35.28495,"2017-09-14","12:52:32","2017-09-28","13:20:48",14
"Moore County","Moore_B_4","Moore County:Open","d33712",-79.6043,35.27593,"2017-09-14","13:20:49","2017-09-28","12:16:58",14
"Moore County","Moore_B_5","Moore County:Open","d33715",-79.5989,35.28518,"2017-09-28","13:07:17","2017-10-12","10:35:12",14
"Moore County","Moore_B_6","Moore County:Open","d33716",-79.5858,35.28365,"2017-09-28","13:42:52","2017-10-12","10:06:33",14
"Moore County","Moore_B_7","Moore County:Open","d33717",-79.5594,35.27313,"2017-09-29","00:21:55","2017-10-12","10:20:43",13
"Moore County","Moore_B_8","Moore County:Open","d33718",-79.5995,35.27464,"2017-09-28","14:39:34","2017-10-12","09:45:26",14
"Moore County","Moore_C_1","Moore County:Open","d33713",-79.7479,35.44083,"2017-09-14","15:03:11","2017-09-28","11:25:00",14
"Moore County","Moore_C_2","Moore County:Open","d33714",-79.7427,35.43703,"2017-09-14","15:55:49","2017-09-28","11:39:01",14
"Moore County","Moore_D_1","Moore County:Open","d33719",-79.517,35.30184,"2017-09-28","15:40:04","2017-10-12","11:23:53",14
"Moore County","Moore_D_2","Moore County:Open","d33720",-79.52773,35.29858,"2017-09-29","17:16:17","2017-10-12","11:08:26",13
"Moore County","Oakley_K_Moore_Fall_1","","d32841",-79.3723,35.241,"2017-09-14","17:52:04","2017-10-06","16:09:57",22
"Moore County","Prinz_M_Moore_Fall_1","","d32836",-79.39158,35.1433,"2017-09-15","09:22:32","2017-09-29","08:54:09",14
"Moore County","Prinz_M_Moore_Fall_2","","d32919",-79.40075,35.13897,"2017-09-15","09:45:13","2017-09-29","09:16:19",14
"Moore County","Prinz_M_Moore_Fall_3","","d32974",-79.40495,35.14027,"2017-09-29","13:44:13","2017-10-17","13:39:05",18
"Moore County","Prinz_M_Moore_Fall_4","","d32975",-79.40315,35.14086,"2017-09-29","13:56:41","2017-10-17","13:43:18",18
"Moore County","Prinz_M_Moore_Fall_5","","d32976",-79.39742,35.13803,"2017-09-29","14:14:00","2017-10-17","13:54:28",18
"Moore County","Prinz_M_Moore_Fall_6","","d32977",-79.39597,35.14375,"2017-09-29","14:36:59","2017-10-17","14:25:15",18
"Moore County","Sandhills GL _ Forests_18_Fall","","d33657",-79.5483,35.0948,"2017-09-15","10:23:59","2017-09-29","11:27:51",14
"Moore County","Sandhills GL_Forest_11_fall","","d33658",-79.5564,35.0973,"2017-09-29","11:50:54","2017-10-13","07:08:50",14
"Moore County","SandhillsGL_Forest_10_Fall","","d33650",-79.56953,35.10398,"2017-09-29","11:58:14","2017-10-13","10:32:38",14
"Moore County","SandhillsGL_Forest_13_Fall","","d33651",-79.54356,35.10853,"2017-09-14","15:38:47","2017-09-29","09:45:40",15
"Moore County","SandhillsGL_Forest_14_Fall","","d33654",-79.54752,35.10525,"2017-09-14","16:02:23","2017-09-29","09:29:30",15
"Moore County","SandhillsGL_Forest_16_Fall","","d33652",-79.53974,35.10167,"2017-09-14","16:42:47","2017-09-29","10:36:09",15
"Moore County","SandhillsGL_Forest_17_Fall","","d33653",-79.53906,35.098,"2017-09-14","16:58:01","2017-09-29","10:23:41",15
"Moore County","SandhillsGL_Forest_20_Fall","","d33661",-79.52783,35.14362,"2017-09-30","21:18:36","2017-10-14","14:39:40",14
"Moore County","SandhillsGL_Forest_22_Fall","","d33662",-79.53236,35.13509,"2017-09-30","02:37:14","2017-10-14","14:58:21",14
"Moore County","SandhillsGL_Forest_24_Fall","","d33659",-79.54933,35.15745,"2017-09-15","11:39:19","2017-09-29","08:37:49",14
"Moore County","SandhillsGL_Forest_25_Fall","","d33660",-79.55633,35.15461,"2017-09-15","12:40:31","2017-09-29","10:11:53",14
"Moore County","SandhillsGL_Forest_27_Fall","","d33655",-79.55895,35.15025,"2017-09-29","13:18:20","2017-10-13","09:08:15",14
"Moore County","SandhillsGL_Forest_28_Fall","","d33656",-79.55977,35.14764,"2017-09-29","13:07:37","2017-10-13","08:58:06",14
"Moore County","SandhillsGL_Forest_9_Fall","","d33649",-79.57068,35.11033,"2017-09-29","12:23:51","2017-10-13","10:08:37",14
"Nash County","Earp_C_Nash1","","d22565",-78.04357,35.80233,"2017-03-04","17:50:48","2017-03-15","02:37:25",11
"Nash County","Earp_C_Nash2","","d22889",-78.04429,35.80302,"2017-03-30","03:03:30","2017-04-16","14:34:50",17
"Nash County","Earp_C_Nash3","","d23178",-78.0447,35.803,"2017-04-22","18:27:40","2017-05-06","16:32:12",14
"Nash County","Earp_C_Nash4","","d23551",-78.04428,35.80253,"2017-05-15","19:51:25","2017-06-10","18:01:12",26
"Nash County","Earp_C_Nash5","","d26263",-78.0436,35.80246,"2017-06-14","21:20:07","2017-07-01","02:02:27",17
"Nash County","Earp_C_Nash6","","d26813",-78.04472,35.80268,"2017-07-15","18:30:27","2017-07-23","14:03:31",8
"Nash County","Hamlet_A_Nash1","","d22060",-77.88104,36.04471,"2017-01-15","14:06:09","2017-01-29","15:52:04",14
"New Hanover County","Colhoun_E_NewHanover1","","d23583",-77.81311,34.1808,"2017-01-30","10:36:23","2017-03-09","13:28:42",38
"New Hanover County","Colhoun_E_NewHanover10","","d23595",-77.83228,34.15827,"2017-01-30","13:04:31","2017-02-03","14:42:58",4
"New Hanover County","Colhoun_E_NewHanover11","","d23596",-77.83528,34.15633,"2017-02-01","11:45:52","2017-03-09","13:18:22",36
"New Hanover County","Colhoun_E_NewHanover12","","d23597",-77.83596,34.15333,"2017-02-01","11:34:59","2017-03-09","13:09:32",36
"New Hanover County","Colhoun_E_NewHanover13","","d23598",-77.83835,34.1512,"2017-01-31","01:12:57","2017-03-10","00:39:29",38
"New Hanover County","Colhoun_E_NewHanover14","","d23599",-77.83919,34.14876,"2017-01-30","13:35:49","2017-03-09","12:33:10",38
"New Hanover County","Colhoun_E_NewHanover15","","d23600",-77.84055,34.14627,"2017-02-19","04:41:07","2017-03-09","12:29:08",18
"New Hanover County","Colhoun_E_NewHanover16","","d23601",-77.841,34.14367,"2017-02-01","11:07:32","2017-02-23","11:23:25",22
"New Hanover County","Colhoun_E_NewHanover17","","d23602",-77.84362,34.14146,"2017-02-01","10:53:07","2017-03-09","13:21:10",36
"New Hanover County","Colhoun_E_NewHanover18","","d23605",-77.84453,34.13872,"2017-02-01","10:38:19","2017-03-09","13:23:50",36
"New Hanover County","Colhoun_E_NewHanover19","","d23604",-77.84603,34.13647,"2017-02-01","11:22:13","2017-02-20","04:55:34",19
"New Hanover County","Colhoun_E_NewHanover2","","d23584",-77.81624,34.17868,"2017-01-30","11:00:07","2017-01-30","11:59:13",0
"New Hanover County","Colhoun_E_NewHanover20","","d23606",-77.84663,34.13375,"2017-02-01","11:56:27","2017-03-09","12:11:11",36
"New Hanover County","Colhoun_E_NewHanover21","","d23607",-77.84804,34.13157,"2017-02-01","12:06:52","2017-03-09","12:07:35",36
"New Hanover County","Colhoun_E_NewHanover22","","d23608",-77.84889,34.12892,"2017-02-03","13:21:33","2017-02-18","13:11:54",15
"New Hanover County","Colhoun_E_NewHanover24","","d23610",-77.8512,34.1235,"2017-02-01","12:18:18","2017-03-09","12:00:12",36
"New Hanover County","Colhoun_E_NewHanover25","","d23611",-77.85246,34.1212,"2017-02-01","12:30:40","2017-03-09","11:56:40",36
"New Hanover County","Colhoun_E_NewHanover26","","d23612",-77.85405,34.11839,"2017-02-01","12:56:30","2017-03-09","11:39:04",36
"New Hanover County","Colhoun_E_NewHanover27","","d23613",-77.85581,34.11588,"2017-02-03","13:52:07","2017-02-12","16:05:41",9
"New Hanover County","Colhoun_E_NewHanover28","","d23614",-77.85664,34.11355,"2017-02-03","15:21:47","2017-03-09","11:34:59",34
"New Hanover County","Colhoun_E_NewHanover29","","d23615",-77.85845,34.11094,"2017-02-03","15:12:46","2017-03-09","11:29:52",34
"New Hanover County","Colhoun_E_NewHanover3","","d23586",-77.82048,34.17772,"2017-01-30","11:16:37","2017-03-09","13:44:16",38
"New Hanover County","Colhoun_E_NewHanover31","","d23617",-77.86091,34.10587,"2017-02-03","14:52:17","2017-03-09","11:18:20",34
"New Hanover County","Colhoun_E_NewHanover32","","d23618",-77.86182,34.10335,"2017-02-03","14:44:15","2017-03-09","11:15:42",34
"New Hanover County","Colhoun_E_NewHanover33","","d23619",-77.86356,34.1009,"2017-02-03","14:10:00","2017-03-09","11:02:11",34
"New Hanover County","Colhoun_E_NewHanover34","","d23620",-77.86475,34.09824,"2017-02-01","12:48:57","2017-02-27","03:23:49",26
"New Hanover County","Colhoun_E_NewHanover35","","d23621",-77.86613,34.09576,"2017-02-03","13:36:31","2017-03-09","10:46:21",34
"New Hanover County","Colhoun_E_NewHanover36","","d23622",-77.86702,34.09079,"2017-02-01","11:39:37","2017-03-09","10:52:34",36
"New Hanover County","Colhoun_E_NewHanover37","","d23623",-77.86855,34.09088,"2017-02-03","14:28:50","2017-03-09","10:35:28",34
"New Hanover County","Colhoun_E_NewHanover38","","d23624",-77.86855,34.09088,"2017-02-03","13:44:19","2017-03-09","10:51:34",34
"New Hanover County","Colhoun_E_NewHanover39","","d23625",-77.87,34.08574,"2017-02-03","13:34:08","2017-03-09","10:11:07",34
"New Hanover County","Colhoun_E_NewHanover4","","d23588",-77.82111,34.17418,"2017-02-06","13:54:41","2017-03-09","11:27:14",31
"New Hanover County","Colhoun_E_NewHanover5","","d23589",-77.82409,34.1724,"2017-01-30","11:52:39","2017-03-09","13:10:48",38
"New Hanover County","Colhoun_E_NewHanover6","","d23590",-77.82555,34.16907,"2017-02-08","12:51:12","2017-03-09","13:00:44",29
"New Hanover County","Colhoun_E_NewHanover7","","d23591",-77.82923,34.16671,"2017-01-30","12:23:03","2017-03-08","15:56:16",37
"New Hanover County","Colhoun_E_NewHanover8","","d23593",-77.8298,34.16363,"2017-01-30","12:35:51","2017-03-09","12:51:31",38
"New Hanover County","Colhoun_E_NewHanover9","","d23594",-77.83228,34.16112,"2017-01-30","12:51:36","2017-03-09","12:47:10",38
"New Hanover County","FortFisherSP_Forest_1","","d22468",-77.9261,33.95973,"2017-03-02","14:46:21","2017-03-23","11:52:37",21
"New Hanover County","Price_C_New Hanover7","","d24782",-77.9271,33.9619,"2017-06-09","11:47:41","2017-07-03","10:19:56",24
"New Hanover County","Price_C_NewHanover1","","d21935",-77.9265,33.9621,"2016-12-10","18:41:25","2016-12-25","16:04:37",15
"New Hanover County","Price_C_NewHanover2","","d22005",-77.9272,33.9641,"2016-12-25","16:30:29","2017-01-14","12:44:12",20
"New Hanover County","Price_C_NewHanover5","","d23370",-77.9258,33.962,"2017-04-17","09:52:56","2017-05-06","13:00:00",19
"New Hanover County","Price_C_NewHanover6","","d23545",-77.9257,33.9636,"2017-05-06","13:25:34","2017-06-09","11:18:56",34
"New Hanover County","Price_C_NewHanover8","","d26260",-77.9246,33.9618,"2017-07-03","12:10:03","2017-07-26","11:29:23",23
"New Hanover County","Randall_M_NewHanover2","","d33742",-77.5432,34.2,"2017-09-28","13:33:41","2017-10-10","16:12:35",12
"Onslow County","Caton_M_Onslow1","","d22552",-77.14176,34.67172,"2017-03-08","02:30:29","2017-03-23","23:27:47",15
"Onslow County","Caton_M_Onslow2","","d23215",-77.14221,34.67126,"2017-04-04","22:14:23","2017-04-26","10:59:51",22
"Onslow County","Caton_M_Onslow3","","d23304",-77.1448,34.67954,"2017-05-04","23:47:28","2017-05-22","18:51:16",18
"Onslow County","Caton_M_Onslow4","","d26054",-77.14473,34.68008,"2017-06-04","20:31:52","2017-06-23","19:47:05",19
"Onslow County","Daniel_A_Onslow1","","d22551",-77.14175,34.67171,"2017-03-09","16:45:05","2017-03-24","13:11:24",15
"Onslow County","Daniel_A_Onslow2","","d23214",-77.14179,34.67069,"2017-04-05","04:25:00","2017-04-24","16:32:12",19
"Onslow County","Daniel_A_Onslow3","","d23303",-77.14473,34.67976,"2017-05-06","13:05:01","2017-05-15","14:59:57",9
"Onslow County","Daniel_A_Onslow4","","d26053",-77.14465,34.68007,"2017-06-04","18:57:01","2017-06-24","20:03:35",20
"Onslow County","Daniel_A_Onslow5","","d26411",-77.14473,34.68008,"2017-07-06","02:12:10","2017-07-24","00:53:06",18
"Onslow County","Hamilton_R_Onslow1","","d23007",-77.49649,34.53223,"2017-03-11","15:21:12","2017-03-26","11:17:59",15
"Onslow County","StonesCreekGL_Forest_38","","d23110",-77.50656,34.52138,"2017-04-21","12:47:29","2017-05-16","14:35:49",25
"Onslow County","Walton_E_Onslow1","","d28098",-77.14242,34.73761,"2017-08-02","17:04:28","2017-08-23","15:08:32",21
"Onslow County","WhiteOakRiverImpoundmentGL_Forest_4","","d22925",-77.16082,34.73983,"2017-03-30","19:25:00","2017-04-16","17:56:06",17
"Onslow County","WhiteOakRiverImpoundmentGL_Open_26","","d22517",-77.15728,34.74066,"2017-03-02","16:22:57","2017-03-29","15:55:55",27
"Orange County","Bagnell_S_Orange1","","d22540",-79.1256,35.9836,"2017-03-03","15:52:27","2017-03-24","14:07:06",21
"Orange County","Barnes_P_Orange1","","d22537",-79.03373,35.86451,"2017-03-02","15:54:30","2017-03-24","13:34:39",22
"Orange County","Barnes_P_Orange2","","d22759",-79.03565,35.86289,"2017-03-24","19:41:48","2017-04-16","10:26:47",23
"Orange County","Barnes_P_Orange3","","d23079",-79.03394,35.86704,"2017-04-16","11:04:57","2017-05-02","09:28:47",16
"Orange County","Barnes_P_Orange4","","d23637",-79.01301,35.82247,"2017-05-21","12:28:26","2017-06-11","09:57:52",21
"Orange County","Barnes_P_Orange5","","d26108",-79.03513,35.86813,"2017-06-11","18:02:05","2017-07-02","13:34:45",21
"Orange County","Barnes_P_Orange6","","d26350",-79.00053,35.95011,"2017-07-05","20:09:52","2017-07-21","12:20:32",16
"Orange County","Bennett_B_Orange1","","d22539",-79.12069,35.9093,"2017-03-06","14:52:40","2017-03-21","16:21:27",15
"Orange County","Bennett_B_Orange2","","d23104",-79.24917,35.94972,"2017-04-02","12:22:21","2017-04-23","16:33:32",21
"Orange County","Burress_G_Orange1","","d22894",-79.12958,36.02311,"2017-03-06","17:39:57","2017-03-26","09:04:32",20
"Orange County","Burress_G_Orange2","","d23147",-79.12958,36.02311,"2017-03-29","18:22:39","2017-04-19","16:54:52",21
"Orange County","Carson_J_Orange1","","d21684",-79.10967,36.04532,"2016-10-01","11:29:13","2017-03-08","10:31:18",158
"Orange County","Carson_J_Orange2","","d23218",-79.1273,36.0508,"2017-04-18","07:26:50","2017-05-04","13:12:25",16
"Orange County","Cook_D_Orange1","","d22758",-79.01697,36.22916,"2016-01-29","17:40:57","2016-02-29","08:39:51",31
"Orange County","Cook_D_Orange2","Orange County:Large Forest","d26119",-79.01001,36.07074,"2017-06-14","12:12:27","2017-07-05","09:35:03",21
"Orange County","Cook_D_Orange3","Orange County:Large Forest","d32825",-78.98574,36.0578,"2017-09-06","09:29:43","2017-09-27","09:09:56",21
"Orange County","Cook_D_Orange4","Orange County:Large Forest","d33085",-78.98882,36.05467,"2017-09-27","19:19:08","2017-10-18","09:07:03",21
"Orange County","Cook_D_Orange5","Orange County:Large Forest","d33943",-78.98875,36.05256,"2017-10-18","09:34:40","2017-11-08","09:57:31",21
"Orange County","Cook_D_Orange6","Orange County:Large Forest","d34164",-78.98859,36.04658,"2017-11-08","10:36:04","2017-12-01","12:02:29",23
"Orange County","Cook_D_Orange7","Orange County:Large Forest","d36227",-78.99752,36.04436,"2017-12-01","12:34:01","2017-12-20","12:26:01",19
"Orange County","Crews_A_Orange1","","d23177",-79.0916,35.8899,"2017-04-25","17:45:55","2017-05-07","16:38:36",12
"Orange County","Crews_A_Orange2","","d26043",-79.0922,35.888,"2017-05-12","15:14:37","2017-06-02","16:13:36",21
"Orange County","Crews_A_Orange3","","d26351",-79.0923,35.8922,"2017-06-09","12:12:20","2017-07-01","11:48:55",22
"Orange County","Crews_A_Orange4","","d26352",-79.0918,35.889,"2017-07-01","14:50:53","2017-07-21","17:15:41",20
"Orange County","Davis_D_Orange1","","d22734",-79.2352,36.10074,"2017-03-17","16:28:05","2017-04-09","12:58:26",23
"Orange County","EnoRiverSP_Open_11","","d25699",-79.01215,36.06704,"2017-01-01","00:00:00","2017-06-19","00:22:31",169
"Orange County","Gabellieri_R_Orange1","","d22200",-79.1425,36.18278,"2017-02-27","15:34:06","2017-03-20","12:31:27",21
"Orange County","Gabellieri_R_Orange2_Real","","d23052",-79.14472,36.18389,"2017-03-20","14:22:16","2017-04-10","09:52:21",21
"Orange County","Gabellieri_R_Orange3","","d23078",-79.14111,36.18472,"2017-04-10","12:08:01","2017-05-02","08:20:23",22
"Orange County","Hall_E_Orange1","","d22383",-78.63349,35.79741,"2017-02-17","13:31:41","2017-03-22","08:51:13",33
"Orange County","Hall_E_Orange2","","d22384",-79.01752,35.88431,"2017-02-17","13:58:30","2017-03-22","09:36:44",33
"Orange County","Hall_E_Orange3","","d22385",-79.01392,35.88229,"2017-02-17","14:23:09","2017-03-22","09:56:50",33
"Orange County","Hall_E_Orange4","","d22386",-79.01905,35.89109,"2017-02-17","15:02:05","2017-03-22","09:08:43",33
"Orange County","King_S_Orange1","","d22262",-79.1645,35.96418,"2017-03-04","12:26:00","2017-03-25","14:06:00",21
"Orange County","Kowa_M_Orange1","","d22538",-79.133,36.148,"2017-03-02","16:42:32","2017-03-23","13:58:59",21
"Orange County","Kowa_M_Orange2","","d23050",-79.13447,36.14655,"2017-04-13","11:17:24","2017-05-04","14:06:46",21
"Orange County","Leinbach_J_Orange1","","d22946",-79.02999,35.94449,"2017-04-02","14:59:21","2017-04-23","08:54:02",21
"Orange County","Mason_D_Orange1","","d21683",-79.13186,35.86502,"2016-11-12","18:12:12","2016-12-03","13:15:00",21
"Orange County","Morris_D_Orange1","","d22623",-79.13652,36.00004,"2017-03-09","12:26:27","2017-03-30","08:23:13",21
"Orange County","Morris_D_Orange2","","d22993",-79.1344,36.0007,"2017-04-05","14:06:53","2017-04-26","11:25:58",21
"Orange County","Morris_D_Orange3","","d23267",-79.1336,36.0007,"2017-04-29","15:42:30","2017-05-19","15:32:24",20
"Orange County","Morris_D_Orange4","","d23632",-79.1347,36.0009,"2017-08-11","14:48:17","2017-09-13","10:02:47",33
"Orange County","Morris_D_Orange5","","d23672",-79.1328,36.0016,"2017-05-25","11:10:04","2017-06-15","12:55:35",21
"Orange County","Morris_D_Orange6","","d26266",-79.1243,35.9822,"2017-06-19","11:13:09","2017-07-11","11:22:10",22
"Orange County","Morris_D_Orange7","Orange County:Large Forest","d27701",-79.1351,36.0029,"2017-07-20","11:35:56","2017-08-11","13:56:25",22
"Orange County","Morris_D_Orange8","Orange County:Large Forest","d32823",-79.1313,36.0012,"2017-09-14","18:52:23","2017-10-15","13:28:58",31
"Orange County","Obenshain_K_Orange1","","d23306",-79.07189,36.06987,"2017-05-03","17:04:47","2017-05-17","16:21:21",14
"Orange County","Pesavento_M_Orange1","","d21659",-78.97077,36.16369,"2017-01-13","07:05:29","2017-01-26","16:33:10",13
"Orange County","Stenross_B_Orange1","","d21885",-79.09329,35.92287,"2016-12-20","19:08:50","2017-01-11","11:22:41",22
"Pamlico County","Cahoon_D_Pamlico1","","d22492",-76.80589,35.0289,"2017-02-26","00:29:46","2017-03-22","09:29:13",24
"Pamlico County","Dillard_B_Pamlico1","","d23539",-76.47899,35.02729,"2017-05-14","15:28:09","2017-06-04","14:09:31",21
"Pasquotank County","Owen_W_Pasquotank1_REAL","","d22842",-76.20937,36.18724,"2017-01-24","11:21:50","2017-02-14","10:00:13",21
"Pasquotank County","Owen_W_Pasquotank2_REAL","","d22843",-76.17419,36.13467,"2017-03-01","15:45:54","2017-03-23","08:25:37",22
"Pasquotank County","Owen_W_Pasquotank3","","d22844",-76.18062,36.13775,"2017-03-23","09:18:17","2017-04-13","09:13:42",21
