"Subproject","Deployment Name","Treatment","Deploy ID","Actual Lon","Actual Lat","Deployment.Date","Deployment.Time","Retrieval.Date","Retrieval.Time","TrapNights"
"Pasquotank County","Owen_W_Pasquotank4","","d23062",-76.18378,36.13374,"2017-04-13","09:36:44","2017-05-04","14:37:13",21
"Pasquotank County","WRCBigFlattyAA_Forest_1","","d22594",-76.13204,36.15089,"2017-04-05","05:18:02","2017-04-21","09:09:07",16
"Pender County","AngolaBayGL_Forest_10_Fall","","d33210",-77.83797,34.64838,"2017-09-20","14:15:12","2017-10-05","10:47:32",15
"Pender County","AngolaBayGL_Forest_11_Fall","","d33211",-77.84597,34.63554,"2017-09-20","14:36:04","2017-10-05","11:04:05",15
"Pender County","AngolaBayGL_Forest_12_Fall","","d33212",-77.76012,34.64831,"2017-09-20","10:21:03","2017-10-05","09:49:56",15
"Pender County","AngolaBayGL_Forest_15_Fall","","d33214",-77.75468,34.64863,"2017-09-20","10:49:30","2017-10-05","10:36:19",15
"Pender County","AngolaBayGL_Forest_19_Fall","","d33315",-77.76044,34.64656,"2017-09-20","11:51:13","2017-10-05","10:54:40",15
"Pender County","AngolaBayGL_Forest_1_Fall","","d33203",-77.74792,34.64754,"2017-09-06","10:15:43","2017-09-20","09:15:01",14
"Pender County","AngolaBayGL_Forest_2_Fall","","d33204",-77.75832,34.64592,"2017-09-06","14:07:21","2017-09-20","11:29:47",14
"Pender County","AngolaBayGL_Forest_3_Fall","","d33205",-77.76572,34.64828,"2017-09-06","14:45:38","2017-09-20","12:58:37",14
"Pender County","AngolaBayGL_Forest_4_Fall","","d33206",-77.75488,34.64675,"2017-09-06","13:19:28","2017-09-20","10:38:49",14
"Pender County","AngolaBayGL_Forest_7_Fall","","d33207",-77.75822,34.64789,"2017-09-06","12:55:03","2017-09-20","10:08:53",14
"Pender County","AngolaBayGL_Forest_8_Fall","","d33208",-77.76413,34.64736,"2017-09-06","13:57:21","2017-09-20","12:06:05",14
"Pender County","AngolaBayGL_Forest_9_Fall","","d33209",-77.79058,34.64953,"2017-09-20","14:18:56","2017-10-05","11:15:15",15
"Pender County","Barnes_M_Pender1","","d23393",-78.1625,34.8515,"2017-05-13","18:51:33","2017-06-02","18:45:16",20
"Pender County","Barnes_M_Pender_Fall_1","","d32849",-78.16716,34.50833,"2017-08-21","17:13:29","2017-09-01","23:06:31",11
"Pender County","Barnes_M_Pender_Fall_10","","d32899",-78.16474,34.50428,"2017-09-30","22:32:25","2017-10-07","10:06:07",7
"Pender County","Barnes_M_Pender_Fall_11","","d32911",-78.16712,34.5115,"2017-09-27","18:12:19","2017-10-11","17:03:15",14
"Pender County","Barnes_M_Pender_Fall_12","","d32912",-78.16716,34.51035,"2017-09-27","19:17:36","2017-10-11","18:07:13",14
"Pender County","Barnes_M_Pender_Fall_13","","d32913",-78.16336,34.46726,"2017-09-27","18:40:29","2017-10-11","18:09:56",14
"Pender County","Barnes_M_Pender_Fall_2","","d32850",-78.15804,34.55863,"2017-09-08","15:06:39","2017-09-18","18:46:24",10
"Pender County","Barnes_M_Pender_Fall_3","","d32851",-78.15639,34.50525,"2017-09-08","19:58:50","2017-09-23","08:06:52",15
"Pender County","Barnes_M_Pender_Fall_4","","d32875",-78.16756,34.51073,"2017-09-13","18:42:09","2017-09-27","19:15:25",14
"Pender County","Barnes_M_Pender_Fall_5","","d32876",-78.14338,34.55735,"2017-09-08","12:34:06","2017-09-23","09:04:06",15
"Pender County","Barnes_M_Pender_Fall_6","","d32877",-78.16676,34.51122,"2017-09-13","17:36:29","2017-09-27","18:07:07",14
"Pender County","Barnes_M_Pender_Fall_7","","d32878",-78.16139,34.46349,"2017-09-13","17:12:54","2017-09-27","18:34:05",14
"Pender County","Barnes_M_Pender_Fall_8","","d32896",-78.16474,34.51309,"2017-09-05","10:07:44","2017-09-19","09:21:52",14
"Pender County","Barnes_M_Pender_Fall_9","","d32898",-78.15762,34.55498,"2017-10-04","01:30:11","2017-10-07","09:36:19",3
"Pender County","Brewer_Moss_T_Pender_Fall_1","","d33425",-77.84328,34.63008,"2017-09-08","10:12:30","2017-09-23","10:59:39",15
"Pender County","Brewer_Moss_T_Pender_Fall_2","","d33426",-77.84489,34.63359,"2017-09-09","19:03:47","2017-09-23","10:42:16",14
"Pender County","Brewer_Moss_T_Pender_Fall_3","","d33427",-77.8486,34.63179,"2017-09-27","12:21:49","2017-10-07","11:16:18",10
"Pender County","Brewer_Moss_T_Pender_Fall_5","","d33429",-77.65582,34.41573,"2017-09-26","22:48:40","2017-10-07","12:32:39",11
"Pender County","Brewer_Moss_T_Pender_Fall_6","","d33430",-77.65668,34.4121,"2017-09-24","21:08:35","2017-10-07","12:20:30",13
"Pender County","Burns_H_Pender_Fall_1","","d32902",-77.97917,34.53806,"2017-09-13","09:35:37","2017-09-24","15:29:14",11
"Pender County","Burns_H_Pender_Fall_2","","d32903",-77.97806,34.54856,"2017-09-14","00:11:45","2017-09-24","15:23:38",10
"Pender County","Burns_H_Pender_Fall_3","","d32904",-77.97806,34.53805,"2017-09-12","13:55:20","2017-09-24","15:11:44",12
"Pender County","Burns_H_Pender_Fall_4","","d32905",-77.64972,34.42083,"2017-09-10","20:08:33","2017-09-24","12:51:37",14
"Pender County","Burns_H_Pender_Fall_5","","d33302",-77.97722,34.53889,"2017-09-24","16:36:59","2017-10-08","12:28:38",14
"Pender County","Burns_H_Pender_Fall_6","","d33303",-77.97778,35.54028,"2017-09-24","16:27:34","2017-10-08","12:21:32",14
"Pender County","Burns_H_Pender_Fall_7","","d33304",-77.98006,34.54111,"2017-09-24","15:54:53","2017-10-06","12:56:54",12
"Pender County","Burns_H_Pender_Fall_8","","d33305",-77.98056,35.54139,"2017-10-02","19:09:12","2017-10-08","12:12:40",6
"Pender County","Burns_J_Pender1","","d21663",-77.66306,34.44889,"2016-12-03","10:23:40","2016-12-05","18:29:33",2
"Pender County","Burns_J_Pender2","","d22015",-77.64985,34.42126,"2016-12-30","12:47:22","2017-01-14","10:24:26",15
"Pender County","Burns_J_Pender3","","d22097",-77.68889,34.4261,"2017-01-14","12:46:59","2017-02-05","16:35:23",22
"Pender County","Burns_J_Pender4","","d22266",-77.6727,34.4122,"2017-02-06","18:01:42","2017-02-26","11:37:45",20
"Pender County","Burns_J_Pender5","","d22570",-77.66583,34.41167,"2017-03-05","13:43:09","2017-03-25","14:41:13",20
"Pender County","Burns_J_Pender6","","d22871",-77.7203,34.4317,"2017-03-27","04:27:46","2017-04-16","15:37:47",20
"Pender County","Burns_J_Pender7","","d23338",-77.6925,34.45278,"2017-04-16","16:16:34","2017-05-07","14:43:47",21
"Pender County","Burns_J_Pender8","","d26112",-77.6575,34.41139,"2017-06-04","16:41:37","2017-06-07","20:56:13",3
"Pender County","Burns_J_Pender9","","d27676",-77.64972,34.42083,"2017-07-09","17:58:17","2017-07-20","15:59:15",11
"Pender County","Cooke_D_Pender1","","d22047",-78.0202,34.5349,"2017-03-11","10:30:54","2017-03-21","18:06:08",10
"Pender County","Cooke_D_Pender2","","d26049",-78.0209,34.5354,"2017-06-07","21:59:36","2017-07-01","10:15:25",24
"Pender County","Goodwin_G_Pender1","","d22059",-77.65684,34.39656,"2017-01-23","11:31:38","2017-02-13","17:20:33",21
"Pender County","HollyShelterGL_Forest_13_Fall","","d30616",-77.80526,34.54571,"2017-09-09","21:41:12","2017-09-24","10:07:27",15
"Pender County","HollyShelterGL_Forest_16_Fall","","d33227",-77.68885,34.54948,"2017-09-21","23:49:37","2017-10-05","11:59:23",14
"Pender County","HollyShelterGL_Forest_17_Fall","","d33228",-77.68832,34.55133,"2017-09-21","10:48:26","2017-10-05","12:02:59",14
"Pender County","HollyShelterGL_Forest_18_Fall","","d33229",-77.67959,34.55367,"2017-09-22","18:29:30","2017-10-05","12:18:40",13
"Pender County","HollyShelterGL_Forest_19_Fall","","d33230",-77.67458,34.55839,"2017-09-21","19:19:56","2017-10-05","12:27:27",14
"Pender County","HollyShelterGL_Forest_20_Fall","","d33231",-77.73872,34.56456,"2017-09-21","19:23:25","2017-10-05","11:38:34",14
"Pender County","HollyShelterGL_Forest_21_Fall","","d33232",-77.69643,34.55229,"2017-09-07","12:17:31","2017-09-21","09:27:38",14
"Pender County","HollyShelterGL_Forest_22_Fall","","d33233",-77.69839,34.55531,"2017-09-07","11:55:49","2017-09-21","09:16:54",14
"Pender County","HollyShelterGL_Forest_23_Fall","","d33234",-77.70219,34.55814,"2017-09-07","11:16:33","2017-09-21","09:01:51",14
"Pender County","HollyShelterGL_Forest_24_Fall","","d27732",-77.68889,34.42944,"2017-09-10","18:46:20","2017-09-23","13:32:06",13
"Pender County","HollyShelterGL_Forest_25_Fall","","d27731",-77.68861,34.42889,"2017-09-24","00:37:43","2017-10-07","16:47:21",13
"Pender County","HollyShelterGL_Forest_26_Fall","","d32797",-77.69444,34.42944,"2017-09-10","16:51:26","2017-09-23","09:05:47",13
"Pender County","HollyShelterGL_Forest_27_Fall","","d32798",-77.70222,34.43111,"2017-09-10","17:21:48","2017-09-22","22:05:54",12
"Pender County","HollyShelterGL_Forest_28_Fall","Pender County:Large Forest","d33664",-77.708,34.43502,"2017-09-07","12:34:16","2017-09-22","12:24:11",15
"Pender County","HollyShelterGL_Forest_29_Fall","","d32799",-77.70861,34.42972,"2017-09-23","09:42:44","2017-10-07","16:07:08",14
"Pender County","HollyShelterGL_Forest_30_Fall","","d32800",-77.71,34.42972,"2017-09-23","09:50:48","2017-09-23","09:50:52",0
"Pender County","HollyShelterGL_Forest_31_Fall","Pender County:Large Forest","d33663",-77.7336,34.43713,"2017-09-22","13:41:56","2017-10-09","08:57:54",17
"Pender County","HollyShelterGL_Forest_35_Fall","","d32801",-77.745,34.42361,"2017-09-23","20:33:04","2017-10-07","13:41:54",14
"Pender County","HollyShelterGL_Forest_36_Fall","","d32802",-77.74,34.42361,"2017-09-24","00:47:44","2017-10-07","13:56:07",13
"Pender County","HollyShelterGL_Forest_8_Fall","","d33225",-77.78858,34.56964,"2017-09-07","09:57:54","2017-09-21","08:14:00",14
"Pender County","HollyShelterGL_Forest_9_Fall","","d33226",-77.75864,34.56673,"2017-09-07","10:40:09","2017-09-21","08:33:45",14
"Pender County","HollyShelterGL_Open_11_Fall","","d33218",-77.7348,34.43715,"2017-09-22","16:43:01","2017-10-06","13:36:32",14
"Pender County","HollyShelterGL_Open_12_Fall","Pender County:Open","d33219",-77.7323,34.43628,"2017-09-22","16:53:42","2017-10-06","13:43:16",14
"Pender County","HollyShelterGL_Open_1_Fall","","d30615",-77.80758,34.54709,"2017-09-10","22:13:37","2017-09-24","10:00:19",14
"Pender County","HollyShelterGL_Open_2_Fall","","d33026",-77.703,34.4577,"2017-09-07","13:53:16","2017-09-22","15:29:46",15
"Pender County","HollyShelterGL_Open_3_Fall","","d33027",-77.725,34.4335,"2017-09-07","14:30:27","2017-09-22","15:01:07",15
"Pender County","HollyShelterGL_Open_4_Fall","","d33028",-77.725,34.4318,"2017-09-07","14:17:58","2017-09-22","14:55:03",15
"Pender County","HollyShelterGL_Open_7_Fall","","d33030",-77.691,34.4274,"2017-09-07","15:10:42","2017-09-22","14:02:22",15
"Pender County","HollyShelterGL_Open_8_Fall","","d33215",-77.693,34.42589,"2017-09-22","14:17:44","2017-10-06","12:33:31",14
"Pender County","Mitchel_T_Pender_Fall_2","","d32820",-82.57803,35.23858,"2017-09-09","14:52:50","2017-09-23","12:31:13",14
"Pender County","Pender_A_1","","d33023",-78.014,34.5952,"2017-09-07","19:59:00","2017-09-22","10:39:17",15
"Pender County","Pender_A_2","","d33024",-78.014,34.5929,"2017-09-07","11:00:54","2017-09-22","10:44:36",15
"Pender County","Pender_A_3","","d33025",-78.038,34.5875,"2017-09-07","11:27:11","2017-09-22","11:36:23",15
"Pender County","Pender_A_4","","d33200",-78.0157,34.58974,"2017-09-22","11:02:59","2017-10-06","10:23:34",14
"Pender County","Pender_A_5","","d33201",-78.0186,34.57655,"2017-09-22","11:21:15","2017-10-06","10:34:43",14
"Pender County","Pender_A_6","","d33202",-78.0365,34.59012,"2017-09-22","11:50:04","2017-10-06","10:48:54",14
"Pender County","Reed_J_Pender1","","d23111",-77.85727,34.61211,"2017-04-18","13:12:27","2017-05-07","15:53:58",19
"Pender County","Reed_J_Pender2","","d23581",-77.85539,34.61134,"2017-05-18","11:17:19","2017-06-10","09:14:50",23
"Pender County","Reed_J_Pender3","","d26085",-77.85725,34.61086,"2017-06-10","16:06:17","2017-07-01","09:40:52",21
"Pender County","Reed_J_Pender_Fall_1","","d32817",-77.8714,34.6069,"2017-09-08","12:33:00","2017-09-22","10:49:12",14
"Pender County","Reed_J_Pender_Fall_2","","d32818",-77.862,34.6075,"2017-09-08","21:13:09","2017-09-18","11:47:34",10
"Pender County","Reed_J_Pender_Fall_4","","d32900",-77.8573,34.612,"2017-09-23","09:53:46","2017-10-07","16:18:46",14
"Pender County","Reed_J_Pender_Fall_5","","d32901",-77.8556,34.6116,"2017-09-22","16:16:15","2017-10-07","16:12:44",15
"Pender County","Taylor_A_Pender1","","d23394",-77.83508,34.5395,"2017-04-16","10:19:56","2017-05-07","16:36:43",21
"Pender County","Taylor_A_Pender2","","d26268",-77.83498,34.53867,"2017-05-21","17:53:06","2017-06-11","14:17:41",21
"Pender County","Taylor_A_Pender_Fall_1","","d32834",-77.83645,34.53736,"2017-09-09","17:45:06","2017-09-23","13:05:45",14
"Pender County","Taylor_A_Pender_Fall_2","","d32835",-78.04426,34.54636,"2017-09-09","15:25:19","2017-09-23","12:55:31",14
"Pender County","Taylor_A_Pender_Fall_3","","d33089",-77.83467,34.5394,"2017-09-23","14:19:04","2017-10-07","17:51:31",14
"Pender County","Taylor_A_Pender_Fall_4","","d33090",-77.83907,34.53831,"2017-09-23","13:43:44","2017-10-07","04:38:07",14
"Pender County","WRC_Watha_FH_Open_1","","d33021",-78.064,34.6038,"2017-09-07","21:50:02","2017-09-22","09:50:33",15
"Pender County","WRC_Watha_FH_Open_2","","d33022",-78.067,34.6031,"2017-09-07","11:49:00","2017-09-22","10:04:01",15
"Pender County","WRC_Watha_FH_Open_3","","d33220",-78.0644,34.60628,"2017-09-22","10:01:26","2017-10-06","09:53:21",14
"Pender County","WRC_Watha_FH_Open_4","","d33221",-78.0695,34.60442,"2017-09-22","10:20:55","2017-10-06","09:59:55",14
"Pender County","White_D_Pender1","","d22009",-77.94923,34.4645,"2016-12-14","15:13:34","2016-12-21","11:46:21",7
"Person County","Griffin_R_Person1","","d23085",-79.12,36.46475,"2017-03-11","16:05:28","2017-04-02","14:36:33",22
"Pitt County","Miller_D_Pitt1","","d21887",-77.34228,35.58737,"2016-12-04","16:50:33","2017-01-05","17:55:45",32
"Pitt County","Swift_D_Pitt1","","d21660",-77.33187,35.57938,"2016-12-04","20:51:50","2016-12-25","13:27:32",21
"Polk County","GreenRiverGL_Open_17","","d23363",-82.31865,35.29,"2017-05-20","00:15:06","2017-06-08","18:12:51",19
"Polk County","GreenRiverGL_Open_23","","d26015",-82.3252,35.29217,"2017-07-01","20:20:25","2017-07-22","09:32:46",21
"Randolph County","Bender_G_Randolph1","","d23564",-79.6694,35.555,"2017-04-14","11:38:32","2017-05-08","16:11:05",24
"Randolph County","Cook_B_Randolph1","","d22531",-79.73546,35.88829,"2017-03-04","11:36:43","2017-03-22","17:21:12",18
"Randolph County","Cook_B_Randolph2","","d22921",-79.73557,35.88852,"2017-03-31","13:57:09","2017-04-13","18:47:40",13
"Randolph County","Cook_B_Randolph3","","d27554",-79.80115,35.80123,"2017-07-07","16:29:23","2017-07-30","19:58:22",23
"Randolph County","Jones_K_Randolph2","Randolph County:Large Forest","d33312",-79.77825,35.68175,"2017-10-06","16:01:34","2017-10-27","10:54:36",21
"Randolph County","LaLiberte_R_Randolph1","","d22252",-79.79152,35.62882,"2017-03-05","13:25:17","2017-03-24","06:41:33",19
"Randolph County","LaLiberte_R_Randolph2","","d23146",-79.87075,35.60016,"2017-04-18","18:16:24","2017-05-05","17:57:04",17
"Randolph County","Pugh_H_Randolph1","","d22530",-79.7811,35.84405,"2017-03-02","13:24:52","2017-03-23","15:09:40",21
"Randolph County","Pugh_H_Randolph2","","d22872",-79.78091,35.84647,"2017-03-25","17:59:33","2017-04-13","10:46:33",19
"Randolph County","Pugh_H_Randolph3","","d23073",-79.7796,35.84452,"2017-04-14","18:22:34","2017-05-05","17:41:22",21
"Richmond County","PeeDeeRiverGL_Forest_10","","d26422",-79.87116,34.85938,"2017-07-01","11:42:36","2017-07-22","08:27:49",21
"Rockingham County","Hamlett_P_Rockingham1","","d23021",-79.62698,36.47963,"2017-03-12","11:53:48","2017-04-07","18:04:30",26
"Rockingham County","HawRiverSP_Forest_21","","d23300",-79.75268,36.24889,"2017-05-03","15:32:34","2017-06-05","17:26:42",33
"Rockingham County","MayoRiverSP_Forest_36","","d26427",-79.95571,36.47042,"2017-06-28","04:33:19","2017-07-18","22:06:42",20
"Rockingham County","MayoRiverSP_Forest_38","","d26428",-79.95901,36.47147,"2017-06-28","04:57:31","2017-07-18","22:27:35",20
"Rockingham County","MayoRiverSP_Trail_5","","d26426",-79.94941,36.43903,"2017-06-04","03:33:36","2017-06-24","21:35:05",20
"Rockingham County","McManus_J_Rockingham1","","d22948",-79.95791,36.33689,"2017-04-02","13:21:29","2017-04-22","14:27:23",20
"Rockingham County","NCSUUpperPiedmont_Open_6","","d22783",-79.68361,36.37361,"2017-03-25","13:06:09","2017-04-15","07:04:38",21
"Rowan County","Almond_L_Rowan1","","d22501",-80.63232,35.68237,"2017-03-01","12:16:16","2017-03-23","08:43:04",22
"Rowan County","Almond_L_Rowan3","","d22769",-80.67228,35.65554,"2017-03-24","10:50:13","2017-04-13","10:02:39",20
"Rowan County","Almond_L_Rowan4","","d23063",-80.63702,35.68152,"2017-04-14","10:41:57","2017-05-04","10:07:42",20
"Rowan County","Hanna_M_Rowan2","","d22088",-80.43374,35.71545,"2017-01-13","13:41:03","2017-02-03","09:28:22",21
"Rowan County","Morris_J_Rowan1","","d22908",-80.66551,35.83156,"2017-03-05","12:46:12","2017-03-26","09:13:12",21
"Rowan County","Morris_J_Rowan2","","d22909",-80.66471,35.83225,"2017-03-26","09:37:54","2017-04-18","13:54:27",23
"Rowan County","Morris_J_Rowan3","","d23130",-80.66587,35.8316,"2017-04-18","14:25:50","2017-05-09","15:16:43",21
"Rowan County","RowanGL_Forest_27","","d25688",-80.67485,35.66068,"2017-06-10","10:50:47","2017-06-29","10:49:41",19
"Rowan County","RowanGL_Forest_4","","d26432",-80.63075,35.68065,"2017-07-02","12:59:18","2017-07-20","10:19:50",18
"Rowan County","RowanGL_Open_33","","d23561",-80.67335,35.66636,"2017-05-20","08:03:16","2017-06-08","09:54:17",19
"Rutherford County","Calhoun_C_Rutherford1","","d23038",-82.18909,35.47928,"2017-04-12","16:10:12","2017-05-04","08:20:28",22
"Rutherford County","Calhoun_C_Rutherford2","","d23565",-82.18735,35.48167,"2017-05-16","17:35:53","2017-06-06","08:02:35",21
"Rutherford County","Calhoun_C_Rutherford3","","d26416",-82.18735,35.48167,"2017-06-09","16:46:28","2017-07-03","17:40:07",24
"Rutherford County","Calhoun_C_Rutherford4","","d27747",-82.18735,35.48167,"2017-07-06","16:54:04","2017-07-24","00:16:48",18
"Rutherford County","Daulton_J_Rutherford1","","d22957",-81.93611,35.39463,"2017-04-04","12:18:22","2017-04-25","14:34:24",21
"Rutherford County","Hodge_J_Rutherford1REAL","","d27673",-81.82796,35.32038,"2017-03-04","10:35:24","2017-03-25","07:33:44",21
"Rutherford County","Hodge_J_Rutherford2","","d26257",-81.82783,35.32154,"2017-03-28","17:26:58","2017-04-18","17:16:57",21
"Rutherford County","Hodge_J_Rutherford3","","d26258",-81.82796,35.32039,"2017-04-30","13:32:58","2017-05-21","12:16:21",21
"Rutherford County","SouthMtnGL_Trail_1","","d27734",-81.83766,35.54705,"2017-08-19","12:43:18","2017-09-09","18:27:35",21
"Stanly County","Lamp_L_Stanly1","","d23016",-80.08444,35.30611,"2017-03-14","10:28:15","2017-04-05","16:59:20",22
"Stanly County","MorrowMtnSP_Trail_11","","d23399",-80.08089,35.37496,"2017-07-02","19:57:18","2017-07-21","08:45:44",19
"Stanly County","MorrowMtnSP_Trail_13","","d23138",-80.07972,35.38,"2017-04-22","19:51:17","2017-05-14","17:48:57",22
"Stanly County","MorrowMtnSP_Trail_22","","d23398",-80.07572,35.39294,"2017-06-11","22:42:08","2017-07-02","12:27:24",21
"Stokes County","Brown_M_Stokes1","","d23320",-80.44949,36.33568,"2017-05-05","15:35:48","2017-05-26","17:04:45",21
"Stokes County","Brown_M_Stokes2","","d26265",-80.44982,36.33586,"2017-06-21","20:25:41","2017-07-13","18:36:16",22
"Stokes County","Brown_M_Stokes3","","d27727",-80.44962,36.33585,"2017-07-23","18:25:25","2017-08-12","15:22:17",20
"Stokes County","Brown_M_Stokes4","","d31744",-80.44854,36.33557,"2017-08-21","18:16:06","2017-09-11","11:37:08",21
"Stokes County","Brown_M_Stokes5","Stokes County:Large Forest","d32925",-80.4484,36.3355,"2017-09-23","12:01:26","2017-10-14","17:14:24",21
"Stokes County","Grant_T_Stokes1","","d22658",-80.16111,36.47778,"2017-03-12","11:57:16","2017-04-01","09:58:54",20
"Stokes County","Grant_T_Stokes2","","d22936",-80.15972,36.47806,"2017-04-01","10:14:59","2017-04-30","11:32:24",29
"Stokes County","Grant_T_Stokes3","","d23268",-79.83917,36.47944,"2017-04-30","11:54:01","2017-05-27","10:16:50",27
"Stokes County","HangingRockSP_Forest_173","","d23164",-80.25424,36.4301,"2017-05-19","17:36:11","2017-06-09","20:04:47",21
"Stokes County","HangingRockSP_Open_13","","d26017",-80.28774,36.42211,"2017-06-12","12:38:27","2017-07-02","14:41:37",20
"Stokes County","HangingRockSP_Open_31","Stokes County:Open","d34083",-80.24591,36.41299,"2017-11-12","10:53:07","2017-12-05","12:42:16",23
"Stokes County","HangingRockSP_Trail_30","","d23697",-80.2692,36.3889,"2017-06-02","14:29:02","2017-06-27","13:00:59",25
"Stokes County","HangingRockSP_Trail_31","Stokes County:Large Forest","d27730",-80.27776,36.39253,"2017-10-13","16:17:47","2017-11-03","15:30:58",21
"Stokes County","HangingRockSP_Trail_33","","d23698",-80.2654,36.3933,"2017-06-02","16:46:45","2017-06-27","15:07:23",25
"Stokes County","HangingRockSP_Trail_34","","d23695",-80.2593,36.3946,"2017-06-02","17:18:41","2017-06-27","15:37:30",25
"Stokes County","HangingRockSP_Trail_35","","d23699",-80.2624,36.3977,"2017-06-02","15:16:33","2017-06-27","16:07:23",25
"Stokes County","HangingRockSP_Trail_38_REAL","","d28096",-80.25893,36.40426,"2017-09-19","18:07:07","2017-10-11","14:25:41",22
"Stokes County","Kayser_S_Stokes1","","d22765",-80.4223,36.2829,"2017-03-29","05:32:24","2017-04-14","10:50:20",16
"Stokes County","Kayser_S_Stokes2","","d23070",-80.4234,36.2822,"2017-04-14","16:35:02","2017-05-07","15:15:25",23
"Stokes County","Richardson_B_Stokes1","","d22659",-80.25021,36.35475,"2017-03-11","11:57:09","2017-03-25","10:43:53",14
"Stokes County","Richardson_B_Stokes2","","d23071",-80.36083,36.34406,"2017-04-15","15:29:19","2017-05-07","14:27:50",22
"Stokes County","Zarecky_L_Stokes1","","d23592",-80.0049,36.3116,"2017-05-03","11:51:51","2017-06-14","09:36:24",42
"Stokes County","Zarecky_L_Stokes2","","d23552",-80.0049,36.3116,"2017-05-03","11:31:05","2017-06-14","09:19:25",42
"Surry County","BlueRidgeParkway_2B","","d33620",-80.90106,36.55101,"2017-10-01","17:55:10","2017-10-15","15:49:32",14
"Surry County","BlueRidgeParkway_4A","","d33617",-80.90389,36.5535,"2017-10-01","19:01:40","2017-10-15","16:54:40",14
"Surry County","BlueRidgeParkway_4B","","d33615",-80.90637,36.55474,"2017-10-01","19:18:40","2017-10-15","16:21:32",14
"Surry County","Brown_M_Surry1","","d22657",-80.45337,36.33383,"2017-03-10","16:25:31","2017-03-31","16:34:49",21
"Surry County","Brown_M_Surry2","","d23020",-80.45223,36.33389,"2017-04-07","17:37:14","2017-04-28","19:46:53",21
"Surry County","Brown_M_Surry4","","d23753",-80.44949,36.33568,"2017-05-26","17:06:07","2017-06-19","15:23:55",24
"Surry County","Brown_M_Surry5","","d23754",-80.45287,36.3338,"2017-05-29","17:25:01","2017-06-19","15:06:23",21
"Surry County","Brown_M_Surry6","","d26264",-80.45211,36.33214,"2017-06-21","20:10:07","2017-07-13","18:05:35",22
"Surry County","Brown_M_Surry7","","d27726",-80.45321,36.3365,"2017-07-23","18:04:50","2017-08-12","15:07:10",20
"Surry County","Brown_M_Surry8","","d31738",-80.45233,36.33415,"2017-08-21","18:45:34","2017-09-11","11:22:07",21
"Surry County","Garr_A_2","","d34027",-80.83369,36.48561,"2017-10-02","15:45:38","2017-10-26","09:42:52",24
"Surry County","Garr_A_5","","d34030",-80.8336,36.47443,"2017-10-01","18:34:18","2017-10-26","15:12:34",25
"Surry County","Mickey_J_Surry1","","d22945",-80.90523,36.43318,"2017-02-26","17:15:25","2017-03-11","16:03:15",13
"Surry County","Mickey_J_Surry2","","d23165",-80.90498,36,"2017-03-11","16:04:37","2017-04-02","16:53:56",22
"Surry County","Mickey_RiverBendFarm1","","d20896",-80.90731,36.42929,"2016-10-25","07:58:02","2017-01-18","16:15:44",85
"Surry County","Surry_A_10","Surry County:Open","d34910",-80.73492,36.30064,"2017-09-28","15:00:26","2017-10-16","16:12:41",18
"Surry County","Surry_A_11","Surry County:Open","d34911",-80.7409,36.3031,"2017-10-16","16:37:28","2017-11-01","11:49:33",16
"Surry County","Surry_A_13","Surry County:Open","d34913",-80.81132,36.26741,"2017-10-16","12:10:36","2017-10-31","09:08:47",15
"Surry County","Surry_A_14","Surry County:Open","d34914",-80.9344,36.45428,"2017-09-28","12:18:34","2017-10-16","10:56:03",18
"Surry County","Surry_A_15","Surry County:Open","d34915",-80.91858,36.43706,"2017-10-16","11:22:07","2017-11-01","10:33:41",16
"Surry County","Surry_A_16","Surry County:On Trail","d34916",-80.54414,36.32639,"2017-09-26","14:27:15","2017-10-16","14:39:48",20
"Surry County","Surry_A_17","Surry County:Open","d34917",-80.54257,36.32057,"2017-10-16","15:28:47","2017-11-01","14:29:44",16
"Surry County","Surry_A_18","Surry County:Open","d34918",-80.55568,36.29907,"2017-09-27","01:03:48","2017-10-16","13:48:12",19
"Surry County","Surry_A_19","Surry County:Open","d34919",-80.56001,36.30388,"2017-10-16","14:20:53","2017-11-01","14:01:27",16
"Surry County","Surry_A_2","Surry County:Open","d34902",-80.75,36.50391,"2017-09-29","11:45:20","2017-10-16","16:56:52",17
"Surry County","Surry_A_20","Surry County:Open","d34920",-80.56244,36.43241,"2017-09-26","13:06:46","2017-10-16","10:11:28",20
"Surry County","Surry_A_21","Surry County:Open","d34921",-80.56517,36.42965,"2017-10-16","10:33:27","2017-10-31","10:38:15",15
"Surry County","Surry_A_22","Surry County:Open","d34922",-80.83184,36.37354,"2017-10-16","10:58:27","2017-10-25","02:25:04",9
"Surry County","Surry_A_3","Surry County:Open","d34903",-80.74834,36.49851,"2017-10-16","17:13:09","2017-10-31","07:44:42",15
"Surry County","Surry_A_4","Surry County:Open","d34904",-80.66957,36.36305,"2017-09-27","10:52:43","2017-10-16","12:28:50",19
"Surry County","Surry_A_5","Surry County:On Trail","d34905",-80.65781,36.37087,"2017-10-16","13:01:43","2017-11-01","15:32:28",16
"Surry County","Surry_A_6","Surry County:Open","d34906",-80.7712,36.3467,"2017-10-02","07:44:38","2017-10-16","03:34:47",14
"Surry County","Surry_A_7","Surry County:Open","d34907",-80.8182,36.3178,"2017-10-16","05:31:01","2017-10-30","03:35:40",14
